pr_number,priorities_number,author_identity,has_labels,mergable_state,has_assignees_content,is_weekday,comment_num,review_comment_num,commit_num,file_changed_num,total_add_line,total_delete_line,label_count,workload,pre_prs,change_num,accept_num,close_num,review_num,participants_count,title_words,body_words,has_bug,has_document,has_feature,has_improve,has_refactor
452,2,0,0,0,0,1,1,1,1,2,4,3,0,1,3,3,3,3,1,1,0,2,0,0,0,0,0
453,0,0,0,0,0,1,1,1,0,1,1,1,0,1,3,3,4,3,1,1,3,2,0,0,0,0,0
454,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
456,4,0,0,0,0,1,1,1,0,1,1,1,0,0,3,3,4,3,1,3,3,1,0,0,0,0,0
460,1,0,0,0,0,0,1,0,0,0,2,2,0,1,2,3,2,3,0,0,0,1,0,0,0,0,0
461,0,0,0,2,0,0,0,1,1,2,2,2,0,0,2,3,2,3,1,0,0,1,0,0,0,0,0
462,0,0,0,0,0,0,1,1,1,1,1,4,0,0,2,2,2,3,0,1,4,1,0,0,0,0,0
463,1,0,0,0,0,0,1,1,0,0,2,2,0,0,2,2,2,3,0,1,3,1,0,0,0,0,0
464,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0
465,4,0,0,0,0,0,1,1,1,2,3,3,0,0,4,4,4,3,1,1,1,4,0,0,0,0,0
466,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0
469,2,0,1,0,0,1,2,1,1,2,3,2,0,0,1,3,0,0,1,3,1,0,0,0,0,0,0
470,4,0,0,0,0,1,2,1,1,2,2,1,0,0,2,2,2,2,1,3,0,3,0,0,0,0,0
471,3,0,0,0,0,1,2,1,1,2,4,3,0,0,0,0,0,0,1,3,4,4,0,0,0,0,0
473,2,1,0,0,0,1,1,1,1,2,3,2,0,0,1,0,1,1,1,1,4,2,0,0,0,0,0
476,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,4,4,3,1,0,0,1,0,0,0,0,0
478,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,4,4,3,1,0,1,4,0,0,0,0,0
485,0,0,0,0,0,1,0,1,0,1,1,2,0,0,3,2,3,3,1,0,3,3,0,0,0,0,0
486,4,0,0,0,0,1,1,1,1,2,4,3,0,0,4,4,4,3,1,1,1,0,0,0,0,0,0
489,3,1,0,0,0,1,2,1,1,2,4,4,0,0,1,0,1,1,1,3,2,3,0,0,0,0,0
490,4,0,0,0,0,1,2,1,1,2,4,1,0,0,0,0,0,0,1,3,2,4,0,0,0,0,0
494,4,1,0,0,0,0,2,1,1,2,1,0,0,0,1,0,0,1,1,3,2,4,0,0,0,0,0
495,1,0,0,0,0,0,2,1,1,2,3,2,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0
496,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,1,0,3,4,0,0,0,0,0
499,2,0,0,0,0,0,1,1,1,2,2,1,0,0,3,2,3,3,1,3,3,4,0,0,0,0,0
508,4,0,0,0,0,1,2,1,1,2,4,4,0,0,2,2,2,3,1,3,0,4,0,0,0,0,0
509,0,0,0,0,0,1,0,0,0,1,0,2,0,1,4,4,4,3,1,0,3,1,0,0,0,0,0
511,3,0,1,0,0,1,2,1,1,2,3,2,0,1,0,3,0,0,1,3,1,0,0,0,0,0,0
512,3,0,1,0,0,1,2,1,1,1,3,2,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0
513,3,0,1,0,0,1,2,1,1,2,3,2,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0
